TREE0_LABEL	TREE0_HEAD	TREE0_HEADPOS	TREE1_LABEL	TREE1_HEAD	TREE1_HEADPOS	TREE2_LABEL	TREE2_HEAD	TREE2_HEADPOS	TREE3_LABEL	TREE3_HEAD	ANTECEDENT_CARRIED	WORD_NEXT0_LEX	WORD_NEXT0_POS	WORD_NEXT1_LEX	WORD_NEXT1_POS	ACTION	ACTION_RESULT_LABEL	ACTION_PREV	FREQ	ACTIVATION
IN	than	 	JJR	more	 	IN	for	 	VBD	sold	NO	ten	CD	times	NNS	shift	''	shift	1	-9.294198074178478
CD	ten	 	IN	than	 	JJR	more	 	IN	for	NO	times	NNS	the	DT	shift	''	shift	1	-9.294198074178478
NNS	time	 	CD	ten	 	IN	than	 	JJR	more	NO	the	DT	annual	JJ	reduce_unary	QP_BAR	shift	1	-9.294198074178478
QP_BAR	time	NNS	CD	ten	 	IN	than	 	JJR	more	NO	the	DT	annual	JJ	reduce_binary	QP_BAR	reduce_unary	1	-9.294198074178478
QP_BAR	time	NNS	IN	than	 	JJR	more	 	IN	for	NO	the	DT	annual	JJ	reduce_binary	QP_BAR	reduce_binary	1	-9.294198074178478
QP_BAR	time	NNS	JJR	more	 	IN	for	 	VBD	sold	NO	the	DT	annual	JJ	reduce_binary	QP	reduce_binary	1	-9.294198074178478
QP	time	NNS	IN	for	 	VBD	sell	 	NP	contracts	NO	the	DT	annual	JJ	shift	''	reduce_binary	1	-9.294198074178478
DT	the	 	QP	time	NNS	IN	for	 	VBD	sold	NO	annual	JJ	income	NN	shift	''	shift	1	-9.294198074178478
JJ	annual	 	DT	the	 	QP	time	NNS	IN	for	NO	income	NN	of	IN	shift	''	shift	1	-9.294198074178478
NN	income	 	JJ	annual	 	DT	the	 	QP	times	NO	of	IN	a	DT	shift	''	shift	1	-9.294198074178478
IN	of	 	NN	income	 	JJ	annual	 	DT	the	NO	a	DT	skilled	JJ	shift	''	shift	1	-9.294198074178478
DT	a	 	IN	of	 	NN	income	 	JJ	annual	NO	skilled	JJ	craftsman	NN	shift	''	shift	1	-9.294198074178478
JJ	skilled	 	DT	a	 	IN	of	 	NN	income	NO	craftsman	NN	.	.	shift	''	shift	1	-9.294198074178478
NN	craftsman	 	JJ	skilled	 	DT	a	 	IN	of	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	craftsman	NN	JJ	skilled	 	DT	a	 	IN	of	NO	.	.	noword	NOPOS	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	craftsman	NN	DT	a	 	IN	of	 	NN	income	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	craftsman	NN	IN	of	 	NN	income	 	JJ	annual	NO	.	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	of	IN	IN	of	 	NN	income	 	JJ	annual	NO	.	.	noword	NOPOS	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	NN	income	 	JJ	annual	 	DT	the	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	income	NN	NN	income	 	JJ	annual	 	DT	the	NO	.	.	noword	NOPOS	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	income	NN	JJ	annual	 	DT	the	 	QP	times	NO	.	.	noword	NOPOS	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	income	NN	DT	the	 	QP	time	NNS	IN	for	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	income	NN	QP	time	NNS	IN	for	 	VBD	sold	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	income	NN	QP	time	NNS	IN	for	 	VBD	sold	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	income	NN	IN	for	 	VBD	sell	 	NP	contracts	NO	.	.	noword	NOPOS	reduce_unary	NP	reduce_binary	1	-9.294198074178478
NP	income	NN	IN	for	 	VBD	sell	 	NP	contracts	NO	.	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	for	IN	IN	for	 	VBD	sell	 	NP	contracts	NO	.	.	noword	NOPOS	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	for	IN	VBD	sell	 	NP	contract	NNS	,	,	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	sell	VBD	VBD	sell	 	NP	contract	NNS	,	,	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	sell	VBD	NP	contract	NNS	,	,	 	PP	at	NO	.	.	noword	NOPOS	shift	''	reduce_binary	1	-9.294198074178478
.	.	 	VP	sell	VBD	NP	contract	NNS	,	,	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	sell	VBD	VP	sell	VBD	NP	contract	NNS	,	,	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	sell	VBD	NP	contract	NNS	,	,	 	PP	at	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	sell	VBD	,	,	 	PP	at	IN	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	sell	VBD	PP	at	IN	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	sell	VBD	NOPOS	noword	 		 	 		 	NO	.	.	noword	NOPOS	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
PRP	it	 	NOPOS	noword	 		 	 		 	NO	is	VBZ	generally	RB	reduce_unary	NP	shift	1	-9.294198074178478
NP	it	PRP	NOPOS	noword	 		 	 		 	NO	is	VBZ	generally	RB	shift	''	reduce_unary	1	-9.294198074178478
VBZ	be	 	NP	it	PRP	NOPOS	noword	 		 	NO	generally	RB	considered	VBN	shift	''	shift	1	-9.294198074178478
RB	generally	 	VBZ	be	 	NP	it	PRP	NOPOS	noword	NO	considered	VBN	the	DT	reduce_unary	ADVP	shift	1	-9.294198074178478
ADVP	generally	RB	VBZ	be	 	NP	it	PRP	NOPOS	noword	NO	considered	VBN	the	DT	shift	''	reduce_unary	1	-9.294198074178478
VBN	consider	 	ADVP	generally	RB	VBZ	be	 	NP	it	NO	the	DT	first	JJ	shift	''	shift	1	-9.294198074178478
DT	the	 	VBN	consider	 	ADVP	generally	RB	VBZ	is	NO	first	JJ	recorded	JJ	shift	''	shift	1	-9.294198074178478
JJ	first	 	DT	the	 	VBN	consider	 	ADVP	generally	NO	recorded	JJ	economic	JJ	shift	''	shift	1	-9.294198074178478
JJ	recorded	 	JJ	first	 	DT	the	 	VBN	considered	NO	economic	JJ	bubble	NN	shift	''	shift	1	-9.294198074178478
JJ	economic	 	JJ	recorded	 	JJ	first	 	DT	the	NO	bubble	NN	.	.	shift	''	shift	1	-9.294198074178478
NN	bubble	 	JJ	economic	 	JJ	recorded	 	JJ	first	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	bubble	NN	JJ	economic	 	JJ	recorded	 	JJ	first	NO	.	.	noword	NOPOS	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	bubble	NN	JJ	recorded	 	JJ	first	 	DT	the	NO	.	.	noword	NOPOS	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	bubble	NN	JJ	first	 	DT	the	 	VBN	considered	NO	.	.	noword	NOPOS	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	bubble	NN	DT	the	 	VBN	consider	 	ADVP	generally	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	bubble	NN	VBN	consider	 	ADVP	generally	RB	VBZ	is	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	consider	VBN	VBN	consider	 	ADVP	generally	RB	VBZ	is	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	consider	VBN	ADVP	generally	RB	VBZ	be	 	NP	it	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	consider	VBN	ADVP	generally	RB	VBZ	be	 	NP	it	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	consider	VBN	VBZ	be	 	NP	it	PRP	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	consider	VBN	NP	it	PRP	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	shift	''	reduce_binary	1	-9.294198074178478
.	.	 	VP	consider	VBN	NP	it	PRP	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	consider	VBN	VP	consider	VBN	NP	it	PRP	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	consider	VBN	NP	it	PRP	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	consider	VBN	NOPOS	noword	 		 	 		 	NO	.	.	noword	NOPOS	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
NOPOS	noword	 		 	 		 	 		 	NO	the	DT	tulip	NN	shift	''		1	-9.294198074178478
DT	the	 	NOPOS	noword	 		 	 		 	NO	tulip	NN	,	,	shift	''	shift	1	-9.294198074178478
NN	tulip	 	DT	the	 	NOPOS	noword	 		 	NO	,	,	introduced	VBN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	tulip	NN	DT	the	 	NOPOS	noword	 		 	NO	,	,	introduced	VBN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	tulip	NN	NOPOS	noword	 		 	 		 	NO	,	,	introduced	VBN	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	NP	tulip	NN	NOPOS	noword	 		 	NO	introduced	VBN	to	TO	shift	''	shift	1	-9.294198074178478
VBN	introduce	 	,	,	 	NP	tulip	NN	NOPOS	noword	NO	to	TO	europe	NNP	shift	''	shift	1	-9.294198074178478
TO	to	 	VBN	introduce	 	,	,	 	NP	tulip	NO	europe	NNP	in	IN	shift	''	shift	1	-9.294198074178478
NNP	europe	 	TO	to	 	VBN	introduce	 	,	,	NO	in	IN	the	DT	reduce_unary	NP	shift	1	-9.294198074178478
NP	europe	NNP	TO	to	 	VBN	introduce	 	,	,	NO	in	IN	the	DT	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	to	TO	TO	to	 	VBN	introduce	 	,	,	NO	in	IN	the	DT	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	to	TO	VBN	introduce	 	,	,	 	NP	tulip	NO	in	IN	the	DT	shift	''	reduce_binary	1	-9.294198074178478
IN	in	 	PP	to	TO	VBN	introduce	 	,	,	NO	the	DT	mid	JJ	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	in	 	PP	to	TO	VBN	introduced	NO	mid	JJ	sixteenth	NN	shift	''	shift	1	-9.294198074178478
JJ	mid	 	DT	the	 	IN	in	 	PP	to	NO	sixteenth	NN	century	NN	shift	''	shift	1	-9.294198074178478
NN	sixteenth	 	JJ	mid	 	DT	the	 	IN	in	NO	century	NN	from	IN	shift	''	shift	1	-9.294198074178478
NN	century	 	NN	sixteenth	 	JJ	mid	 	DT	the	NO	from	IN	the	DT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	century	NN	NN	sixteenth	 	JJ	mid	 	DT	the	NO	from	IN	the	DT	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	century	NN	JJ	mid	 	DT	the	 	IN	in	NO	from	IN	the	DT	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	century	NN	DT	the	 	IN	in	 	PP	to	NO	from	IN	the	DT	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	century	NN	IN	in	 	PP	to	TO	VBN	introduced	NO	from	IN	the	DT	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	in	IN	IN	in	 	PP	to	TO	VBN	introduced	NO	from	IN	the	DT	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	PP	to	TO	VBN	introduce	 	,	,	NO	from	IN	the	DT	shift	''	reduce_binary	1	-9.294198074178478
IN	from	 	PP	in	IN	PP	to	TO	VBN	introduced	NO	the	DT	ottoman	NNP	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	from	 	PP	in	IN	PP	to	NO	ottoman	NNP	empire	NNP	shift	''	shift	1	-9.294198074178478
NNP	ottoman	 	DT	the	 	IN	from	 	PP	in	NO	empire	NNP	,	,	shift	''	shift	1	-9.294198074178478
NNP	empire	 	NNP	ottoman	 	DT	the	 	IN	from	NO	,	,	became	VBD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	empire	NNP	NNP	ottoman	 	DT	the	 	IN	from	NO	,	,	became	VBD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	empire	NNP	DT	the	 	IN	from	 	PP	in	NO	,	,	became	VBD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	empire	NNP	IN	from	 	PP	in	IN	PP	to	NO	,	,	became	VBD	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	from	IN	IN	from	 	PP	in	IN	PP	to	NO	,	,	became	VBD	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	from	IN	PP	in	IN	PP	to	TO	VBN	introduced	NO	,	,	became	VBD	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	introduce	VBN	PP	in	IN	PP	to	TO	VBN	introduced	NO	,	,	became	VBD	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	introduce	VBN	PP	to	TO	VBN	introduce	 	,	,	NO	,	,	became	VBD	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	introduce	VBN	VBN	introduce	 	,	,	 	NP	tulip	NO	,	,	became	VBD	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	introduce	VBN	,	,	 	NP	tulip	NN	NOPOS	noword	NO	,	,	became	VBD	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	VP	introduce	VBN	,	,	 	NP	tulip	NO	became	VBD	very	RB	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	tulip	NN	VP	introduce	VBN	,	,	 	NP	tulip	NO	became	VBD	very	RB	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	tulip	NN	,	,	 	NP	tulip	NN	NOPOS	noword	NO	became	VBD	very	RB	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	tulip	NN	NP	tulip	NN	NOPOS	noword	 		 	NO	became	VBD	very	RB	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	tulip	NN	NOPOS	noword	 		 	 		 	NO	became	VBD	very	RB	shift	''	reduce_binary	1	-9.294198074178478
VBD	become	 	NP	tulip	NN	NOPOS	noword	 		 	NO	very	RB	popular	JJ	shift	''	shift	1	-9.294198074178478
RB	very	 	VBD	become	 	NP	tulip	NN	NOPOS	noword	NO	popular	JJ	in	IN	shift	''	shift	1	-9.294198074178478
JJ	popular	 	RB	very	 	VBD	become	 	NP	tulip	NO	in	IN	the	DT	reduce_unary	ADJP_BAR	shift	1	-9.294198074178478
ADJP_BAR	popular	JJ	RB	very	 	VBD	become	 	NP	tulip	NO	in	IN	the	DT	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	popular	JJ	VBD	become	 	NP	tulip	NN	NOPOS	noword	NO	in	IN	the	DT	shift	''	reduce_binary	1	-9.294198074178478
IN	in	 	ADJP	popular	JJ	VBD	become	 	NP	tulip	NO	the	DT	united	NNP	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	in	 	ADJP	popular	JJ	VBD	became	NO	united	NNP	provinces	NNP	shift	''	shift	1	-9.294198074178478
NNP	united	 	DT	the	 	IN	in	 	ADJP	popular	NO	provinces	NNP	,	,	shift	''	shift	1	-9.294198074178478
NNP	province	 	NNP	united	 	DT	the	 	IN	in	NO	,	,	which	WDT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	province	NNP	NNP	united	 	DT	the	 	IN	in	NO	,	,	which	WDT	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	province	NNP	DT	the	 	IN	in	 	ADJP	popular	NO	,	,	which	WDT	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	province	NNP	IN	in	 	ADJP	popular	JJ	VBD	became	NO	,	,	which	WDT	shift	''	reduce_binary	1	-9.294198074178478
,	,	 	NP	province	NNP	IN	in	 	ADJP	popular	NO	which	WDT	we	PRP	shift	''	shift	1	-9.294198074178478
WDT	which	 	,	,	 	NP	province	NNP	IN	in	NO	we	PRP	now	RB	reduce_unary	WHNP	shift	1	-9.294198074178478
WHNP	which	WDT	,	,	 	NP	province	NNP	IN	in	YES	we	PRP	now	RB	shift	''	reduce_unary	1	-9.294198074178478
PRP	we	 	WHNP	which	WDT	,	,	 	NP	provinces	YES	now	RB	know	VBP	reduce_unary	NP	shift	1	-9.294198074178478
NP	we	PRP	WHNP	which	WDT	,	,	 	NP	provinces	YES	now	RB	know	VBP	shift	''	reduce_unary	1	-9.294198074178478
RB	now	 	NP	we	PRP	WHNP	which	WDT	,	,	YES	know	VBP	as	IN	reduce_unary	ADVP	shift	1	-9.294198074178478
ADVP	now	RB	NP	we	PRP	WHNP	which	WDT	,	,	YES	know	VBP	as	IN	shift	''	reduce_unary	1	-9.294198074178478
VBP	know	 	ADVP	now	RB	NP	we	PRP	WHNP	which	YES	as	IN	the	DT	postulate_gap	*t*	shift	1	-9.294198074178478
-NONE-	*t*	 	VBP	know	 	ADVP	now	RB	NP	we	NO	as	IN	the	DT	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	VBP	know	 	ADVP	now	RB	NP	we	NO	as	IN	the	DT	shift	''	reduce_unary	1	-9.294198074178478
IN	as	 	NP	*t*	-NONE-	VBP	know	 	ADVP	now	NO	the	DT	netherlands	NNPS	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	as	 	NP	*t*	-NONE-	VBP	know	NO	netherlands	NNPS	.	.	shift	''	shift	1	-9.294198074178478
NNPS	netherlands	 	DT	the	 	IN	as	 	NP	*t*	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	netherlands	NNPS	DT	the	 	IN	as	 	NP	*t*	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	netherlands	NNPS	IN	as	 	NP	*t*	-NONE-	VBP	know	NO	.	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	as	IN	IN	as	 	NP	*t*	-NONE-	VBP	know	NO	.	.	noword	NOPOS	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	as	IN	NP	*t*	-NONE-	VBP	know	 	ADVP	now	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	know	VBP	NP	*t*	-NONE-	VBP	know	 	ADVP	now	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	know	VBP	VBP	know	 	ADVP	now	RB	NP	we	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	know	VBP	ADVP	now	RB	NP	we	PRP	WHNP	which	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	know	VBP	ADVP	now	RB	NP	we	PRP	WHNP	which	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	know	VBP	NP	we	PRP	WHNP	which	WDT	,	,	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	know	VBP	WHNP	which	WDT	,	,	 	NP	provinces	NO	.	.	noword	NOPOS	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	which	WDT	WHNP	which	WDT	,	,	 	NP	provinces	NO	.	.	noword	NOPOS	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	which	WDT	,	,	 	NP	province	NNP	IN	in	NO	.	.	noword	NOPOS	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	province	NNP	,	,	 	NP	province	NNP	IN	in	NO	.	.	noword	NOPOS	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	province	NNP	NP	province	NNP	IN	in	 	ADJP	popular	NO	.	.	noword	NOPOS	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	province	NNP	IN	in	 	ADJP	popular	JJ	VBD	became	NO	.	.	noword	NOPOS	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	in	IN	IN	in	 	ADJP	popular	JJ	VBD	became	NO	.	.	noword	NOPOS	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	ADJP	popular	JJ	VBD	become	 	NP	tulip	NO	.	.	noword	NOPOS	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	become	VBD	ADJP	popular	JJ	VBD	become	 	NP	tulip	NO	.	.	noword	NOPOS	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	become	VBD	VBD	become	 	NP	tulip	NN	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	become	VBD	NP	tulip	NN	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	shift	''	reduce_binary	1	-9.294198074178478
.	.	 	VP	become	VBD	NP	tulip	NN	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	become	VBD	VP	become	VBD	NP	tulip	NN	NOPOS	noword	NO	.	.	noword	NOPOS	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	become	VBD	NP	tulip	NN	NOPOS	noword	 		 	NO	.	.	noword	NOPOS	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	become	VBD	NOPOS	noword	 		 	 		 	NO	.	.	noword	NOPOS	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
NOPOS	noword	 		 	 		 	 		 	NO	tulip	JJ	cultivation	NN	shift	''		1	-9.294198074178478
JJ	tulip	 	NOPOS	noword	 		 	 		 	NO	cultivation	NN	in	IN	shift	''	shift	1	-9.294198074178478
NN	cultivation	 	JJ	tulip	 	NOPOS	noword	 		 	NO	in	IN	the	DT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	cultivation	NN	JJ	tulip	 	NOPOS	noword	 		 	NO	in	IN	the	DT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	cultivation	NN	NOPOS	noword	 		 	 		 	NO	in	IN	the	DT	shift	''	reduce_binary	1	-9.294198074178478
IN	in	 	NP	cultivation	NN	NOPOS	noword	 		 	NO	the	DT	united	NNP	shift	''	shift	1	-9.294198074178478
DT	the	 	IN	in	 	NP	cultivation	NN	NOPOS	noword	NO	united	NNP	provinces	NNPS	shift	''	shift	1	-9.294198074178478
NNP	united	 	DT	the	 	IN	in	 	NP	cultivation	NO	provinces	NNPS	is	VBZ	shift	''	shift	1	-9.294198074178478
NNPS	province	 	NNP	united	 	DT	the	 	IN	in	NO	is	VBZ	generally	RB	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	province	NNPS	NNP	united	 	DT	the	 	IN	in	NO	is	VBZ	generally	RB	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	province	NNPS	DT	the	 	IN	in	 	NP	cultivation	NO	is	VBZ	generally	RB	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	province	NNPS	IN	in	 	NP	cultivation	NN	NOPOS	noword	NO	is	VBZ	generally	RB	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	in	IN	IN	in	 	NP	cultivation	NN	NOPOS	noword	NO	is	VBZ	generally	RB	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	NP	cultivation	NN	NOPOS	noword	 		 	NO	is	VBZ	generally	RB	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	cultivation	NN	NP	cultivation	NN	NOPOS	noword	 		 	NO	is	VBZ	generally	RB	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	cultivation	NN	NOPOS	noword	 		 	 		 	NO	is	VBZ	generally	RB	shift	''	reduce_binary	1	-9.294198074178478
VBZ	be	 	NP	cultivation	NN	NOPOS	noword	 		 	NO	generally	RB	thought	VBN	shift	''	shift	1	-9.294198074178478
RB	generally	 	VBZ	be	 	NP	cultivation	NN	NOPOS	noword	NO	thought	VBN	to	TO	reduce_unary	ADVP	shift	1	-9.294198074178478
ADVP	generally	RB	VBZ	be	 	NP	cultivation	NN	NOPOS	noword	NO	thought	VBN	to	TO	shift	''	reduce_unary	1	-9.294198074178478
VBN	think	 	ADVP	generally	RB	VBZ	be	 	NP	cultivation	NO	to	TO	have	VB	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 	VBN	think	 	ADVP	generally	RB	VBZ	is	NO	to	TO	have	VB	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	VBN	think	 	ADVP	generally	RB	VBZ	is	NO	to	TO	have	VB	shift	''	reduce_unary	1	-9.294198074178478
TO	to	 	NP	*	-NONE-	VBN	think	 	ADVP	generally	NO	have	VB	started	VBN	shift	''	shift	1	-9.294198074178478
VB	have	 	TO	to	 	NP	*	-NONE-	VBN	thought	NO	started	VBN	in	IN	shift	''	shift	1	-9.294198074178478
VBN	start	 	VB	have	 	TO	to	 	NP	*	NO	in	IN	earnest	NN	shift	''	shift	1	-9.294198074178478
IN	in	 	VBN	start	 	VB	have	 	TO	to	NO	earnest	NN	around	IN	shift	''	shift	1	-9.294198074178478
NN	earnest	 	IN	in	 	VBN	start	 	VB	have	NO	around	IN	fifteen	NN	reduce_unary	NP	shift	1	-9.294198074178478
NP	earnest	NN	IN	in	 	VBN	start	 	VB	have	NO	around	IN	fifteen	NN	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	in	IN	IN	in	 	VBN	start	 	VB	have	NO	around	IN	fifteen	NN	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	VBN	start	 	VB	have	 	TO	to	NO	around	IN	fifteen	NN	shift	''	reduce_binary	1	-9.294198074178478
IN	around	 	PP	in	IN	VBN	start	 	VB	have	NO	fifteen	NN	ninety-three	NN	shift	''	shift	1	-9.294198074178478
NN	fifteen	 	IN	around	 	PP	in	IN	VBN	started	NO	ninety-three	NN	,	,	shift	''	shift	1	-9.294198074178478
NN	ninety-three	 	NN	fifteen	 	IN	around	 	PP	in	NO	,	,	after	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	ninety-three	NN	NN	fifteen	 	IN	around	 	PP	in	NO	,	,	after	IN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
